scenario_id,scenario_name,role,preset_status,candidate_rank,is_recommended,offer_id,vendor_code,collection,product_name,product_type,price_rub,old_price_rub,color,size,material,product_url,primary_image_url,all_image_urls,palette,style_tags
red-thread-tea,Красная нить,serving_add_on,optional,4,False,1567,УТ-00011438,Камея,Чайник заварочный Камея,teapot,5593,7990,белый,,костяной фарфор,https://kultura-doma.ru/product/chaynik-zavarochnyy-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b12627f2e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b12627f2e_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699f11c473620_big.jpg,milk|white,classic|neutral|relief
quiet-obereg,Тихий оберег,tea_pair,required,1,True,1539,УТ-00011516,Овация,Кофейная пара Овация,coffee_pair,894,1490,белый,,фарфор,https://kultura-doma.ru/product/kofeynaya-para-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af98ba5b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af98ba5b_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699308df21c8f_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69930fcc7d471_big.png,milk|white,textured|soft|modern
quiet-obereg,Тихий оберег,tea_pair,required,2,False,1540,УТ-00011514,Овация,Чайная пара Овация,tea_pair,1194,1990,белый,,фарфор,https://kultura-doma.ru/product/chaynaya-para-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394afacf9ef_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394afacf9ef_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699308d3be25c_big.jpg,milk|white,textured|soft|modern
quiet-obereg,Тихий оберег,tea_pair,required,3,False,1557,УТ-00011518,Камея,Кофейная пара Камея,coffee_pair,1673,2390,белый,,костяной фарфор,https://kultura-doma.ru/product/kofeynaya-para-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af3ed506_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af3ed506_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a15ad989a8a5_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af3a736d_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af4453b5_big.jpg,milk|white,classic|neutral|relief
quiet-obereg,Тихий оберег,tea_pair,required,4,False,1556,УТ-00011517,Камея,Чайная пара Камея,tea_pair,2233,3190,белый,,костяной фарфор,https://kultura-doma.ru/product/chaynaya-para-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af134502_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af134502_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69a5760b0ab4b_big.jpg,milk|white,classic|neutral|relief
quiet-obereg,Тихий оберег,table_textile,default,1,True,1351,УТ-00010566,Обереги,Салфетка Обереги,napkin,1990,,белый,45х45 см,сатин,https://kultura-doma.ru/product/salfetka-oberegi,https://kultura-doma.ru/public/src/images/gallery/catalog/6a4285ec3ef3f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a4285ec3ef3f_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/694412084096e_big.jpg,milk|blue,quiet|delicate|protective
quiet-obereg,Тихий оберег,table_textile,default,2,False,1353,УТ-00010586,Обереги,Плейсмат Обереги,placemat,2590,,белый,43х43 см,сатин,https://kultura-doma.ru/product/pleysmat-oberegi,https://kultura-doma.ru/public/src/images/gallery/catalog/6a575b0f807d4_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a575b0f807d4_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/694411c3b3746_big.jpg,milk|blue,quiet|delicate|protective
quiet-obereg,Тихий оберег,table_textile,default,3,False,1422,УТ-00010448,Обереги,Скатерть с вышивкой Обереги,tablecloth,22900,,белый,180х180 см,сатин,https://kultura-doma.ru/product/skatert-s-vyshivkoy-oberegi-pryamougol-naya,https://kultura-doma.ru/public/src/images/gallery/catalog/697b7b278ca62_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/697b7b278ca62_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/697b54f0beae9_big.jpg,milk|blue,quiet|delicate|protective
quiet-obereg,Тихий оберег,table_textile,default,4,False,1422-1566,УТ-00010448,Обереги,Скатерть с вышивкой Обереги: 180х250 см,tablecloth,24900,,белый,180х250 см,сатин,https://kultura-doma.ru/product/skatert-s-vyshivkoy-oberegi-pryamougol-naya-size-180h250,https://kultura-doma.ru/public/src/images/gallery/catalog/697b7b278ca62_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/697b7b278ca62_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/697b54f0beae9_big.jpg,milk|blue,quiet|delicate|protective
quiet-obereg,Тихий оберег,serving_add_on,optional,1,True,1543,УТ-00011429,Овация,Молочник Овация,milk_jug,894,1490,белый,,фарфор,https://kultura-doma.ru/product/molochnik-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394afd5391f_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394afd5391f_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699306866add5_big.jpg,milk|white,textured|soft|modern
quiet-obereg,Тихий оберег,serving_add_on,optional,2,False,1544,УТ-00011430,Овация,Сахарница Овация,sugar_bowl,954,1590,белый,,фарфор,https://kultura-doma.ru/product/saharnica-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394afe9c244_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394afe9c244_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6993066f183f9_big.jpg,milk|white,textured|soft|modern
quiet-obereg,Тихий оберег,serving_add_on,optional,3,False,1554,УТ-00011441,Камея,Молочник Камея,milk_jug,1673,2390,белый,,костяной фарфор,https://kultura-doma.ru/product/molochnik-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394aeea5edf_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394aeea5edf_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a15ad53ba204_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69a5765de48a1_big.jpg,milk|white,classic|neutral|relief
quiet-obereg,Тихий оберег,serving_add_on,optional,4,False,1542,УТ-00011428,Овация,Чайник Овация,teapot,2394,3990,белый,,фарфор,https://kultura-doma.ru/product/chaynik-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394afc1ae84_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394afc1ae84_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699306910d923_big.jpg,milk|white,textured|soft|modern
quiet-obereg,Тихий оберег,serving_add_on,optional,5,False,1561,УТ-00011440,Камея,Сахарница Камея,sugar_bowl,2513,3590,белый,,костяной фарфор,https://kultura-doma.ru/product/saharnica-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af59a5dc_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af59a5dc_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a15aede2722f_big.jpg,milk|white,classic|neutral|relief
quiet-obereg,Тихий оберег,serving_add_on,optional,6,False,1568,УТ-00011439,Камея,Чайник заварочный Камея,teapot,4473,6390,белый,,костяной фарфор,https://kultura-doma.ru/product/chaynik-zavarochnyy-kameya-1568,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af835e91_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394af835e91_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699d71e583d98_big.jpg,milk|white,classic|neutral|relief
quiet-obereg,Тихий оберег,serving_add_on,optional,7,False,1567,УТ-00011438,Камея,Чайник заварочный Камея,teapot,5593,7990,белый,,костяной фарфор,https://kultura-doma.ru/product/chaynik-zavarochnyy-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b12627f2e_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a50b12627f2e_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699f11c473620_big.jpg,milk|white,classic|neutral|relief
sky-celebration,Небесный праздник,tea_pair,required,1,True,1512,УТ-00010951,Дияф,Чайная пара Дияф,tea_pair,2394,3990,белый,,фарфор,https://kultura-doma.ru/product/chaynaya-para-diyaf,https://kultura-doma.ru/public/src/images/gallery/catalog/assets/images/698dee8e5df80_big__f5d5701899.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/assets/images/698dee8e5df80_big__f5d5701899.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69957d1fd8941_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/698deeb89326e_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/698deeb993ca2_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/698deebb3f321_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
sky-celebration,Небесный праздник,table_textile,default,1,True,1519,УТ-00010591,Дияф,Салфетка Дияф,napkin,1194,1990,белый,45х45 см,сатин,https://kultura-doma.ru/product/salfetka-diyaf,https://kultura-doma.ru/public/src/images/gallery/catalog/6a428351b8c77_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a428351b8c77_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6998705aca8c4_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
sky-celebration,Небесный праздник,table_textile,default,2,False,1520,УТ-00010590,Дияф,Плейсмат Дияф,placemat,1554,2590,белый,43х43 см,сатин,https://kultura-doma.ru/product/pleysmat-diyaf,https://kultura-doma.ru/public/src/images/gallery/catalog/assets/images/698deb44c83a5_big__2da2a3221c.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/assets/images/698deb44c83a5_big__2da2a3221c.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69987030b2a3a_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a575aa6d71d1_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
sky-celebration,Небесный праздник,table_textile,default,3,False,1521,УТ-00011006,Дияф,Дорожка Дияф,table_runner,2694,4490,белый,50х120 см,,https://kultura-doma.ru/product/dorozhka-diyaf,https://kultura-doma.ru/public/src/images/gallery/catalog/69f218d992ea2_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f218d992ea2_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699870769f441_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69f218da1257e_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69f218d9cbdca_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
sky-celebration,Небесный праздник,table_textile,default,4,False,1703,УТ-00010459,Дияф,Скатерть Дияф,tablecloth,13740,22900,белый,180х250 см,сатин,https://kultura-doma.ru/product/skatert-s-vyshivkoy-diyaf,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5756979a0b7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5756979a0b7_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69b7abf483873_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
sky-celebration,Небесный праздник,table_textile,default,5,False,1703-1903,УТ-00011002,Дияф,Скатерть Дияф: 180х350 см,tablecloth,15540,22900,белый,180х350 см,сатин,https://kultura-doma.ru/product/skatert-s-vyshivkoy-diyaf-size-180h350-sm,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5756979a0b7_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5756979a0b7_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69b7abf483873_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
sky-celebration,Небесный праздник,neutral_plate,default,1,True,1532,УТ-00011415,Овация,Тарелка десертная Овация,dessert_plate,894,1490,белый,"18,5 см",фарфор,https://kultura-doma.ru/product/tarelka-desertnaya-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/69a59fe31bc63_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a59fe31bc63_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699309e079356_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a732a78977_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a732ab493a_big.jpg,milk|white,textured|soft|modern
sky-celebration,Небесный праздник,neutral_plate,default,2,False,1562,УТ-00011432,Камея,Тарелка десертная Камея,dessert_plate,1673,2390,белый,"20,8 см",костяной фарфор,https://kultura-doma.ru/product/tarelka-desertnaya-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a73285a37b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a73285a37b_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69a5772a9dbd2_big.jpg,milk|white,classic|neutral|relief
sky-celebration,Небесный праздник,neutral_plate,default,3,False,1534,УТ-00011417,Овация,Тарелка обеденная Овация,dinner_plate,1794,2990,белый,"26,5 см",фарфор,https://kultura-doma.ru/product/tarelka-obedennaya-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/69cfd1dbd8788_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69cfd1dbd8788_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69cfd06a0b47c_big.jpg,milk|white,textured|soft|modern
sky-celebration,Небесный праздник,neutral_plate,default,4,False,1564,УТ-00011434,Камея,Тарелка обеденная Камея,dinner_plate,2793,3990,белый,"26,6 см",костяной фарфор,https://kultura-doma.ru/product/tarelka-obedennaya-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a06d76222d16_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a06d76222d16_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69a576c56bb35_big.jpg,milk|white,classic|neutral|relief
sky-celebration,Небесный праздник,serving_add_on,optional,1,True,1516,УТ-00010950,Дияф,Сахарница Дияф,sugar_bowl,2094,3490,белый,,фарфор,https://kultura-doma.ru/product/saharnica-diyaf,https://kultura-doma.ru/public/src/images/gallery/catalog/assets/images/698ded3fbd8f9_big__3230560b72.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/assets/images/698ded3fbd8f9_big__3230560b72.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69957d2971cb4_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/698ded3d8218d_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b0bc61cd_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b0aa096c_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
sky-celebration,Небесный праздник,serving_add_on,optional,2,False,1511,УТ-00010949,Дияф,Чайник заварочный Дияф,teapot,2994,4990,белый,,фарфор,https://kultura-doma.ru/product/chaynik-zavarochnyy-diyaf,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b019545c_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b019545c_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69957d12b40cb_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/698deed78a015_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/698deedbe718a_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
sky-celebration,Небесный праздник,serving_add_on,optional,3,False,1518,УТ-00010944,Дияф,Блюдо Дияф,serving_dish,4194,6990,белый,32 см,фарфор,https://kultura-doma.ru/product/blyudo-diyaf,https://kultura-doma.ru/public/src/images/gallery/catalog/assets/images/698deddc79da9_big__6a73b84461.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/assets/images/698deddc79da9_big__6a73b84461.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69957c89b3bd1_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77b382e86_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77b075fd9_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77b19092e_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77b29de5b_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a77b451189_big.jpg,milk|sky_blue|gold,festive|geometric|ornamental
green-salon,Зелёный салон,tea_pair,required,1,True,340,УТ-00007940,Петербург,Чайная пара Петербург,tea_pair,4995,9990,белый,,костяной фарфор,https://kultura-doma.ru/product/chaynaya-para-peterburg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394ba34f611_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a394ba34f611_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394ba3081b0_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394ba3a1f76_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394ba405e03_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394ba2afaca_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394ba13e1ed_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a394b9c405aa_big.jpg,green|milk,urban|classic|graphic
green-salon,Зелёный салон,table_textile,default,1,True,572,УТ-00007242,Петербург,Салфетки Петербург,napkin,650,1300,белый,45х45 см,сатин,https://kultura-doma.ru/product/dorozhka-peterburg-572,https://kultura-doma.ru/public/src/images/gallery/catalog/69f2194fe62aa_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f2194fe62aa_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/68f09ca5731f1_big.jpg,green|milk,urban|classic|graphic
green-salon,Зелёный салон,table_textile,default,2,False,529,УТ-00008312,Петербург,Дорожка Петербург,table_runner,2500,5000,белый,165х45 см,сатин,https://kultura-doma.ru/product/dorozhka-peterburg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f218cb89b24_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69f218cb89b24_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/68ef707de05e1_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69f218cc7016f_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69f218cc10f3c_big.jpg,green|milk,urban|classic|graphic
green-salon,Зелёный салон,table_textile,default,3,False,599,УТ-00009446,Петербург,Скатерть Петербург,tablecloth,7250,14500,белый,180х250 см,сатин,https://kultura-doma.ru/product/skatert-peterburg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5757932b2a8_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a5757932b2a8_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/68ef6b3203862_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a575793c96d8_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a5757930da5a_big.jpg,green|milk,urban|classic|graphic
green-salon,Зелёный салон,neutral_plate,default,1,True,1532,УТ-00011415,Овация,Тарелка десертная Овация,dessert_plate,894,1490,белый,"18,5 см",фарфор,https://kultura-doma.ru/product/tarelka-desertnaya-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/69a59fe31bc63_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69a59fe31bc63_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/699309e079356_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a732a78977_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a732ab493a_big.jpg,milk|white,textured|soft|modern
green-salon,Зелёный салон,neutral_plate,default,2,False,1562,УТ-00011432,Камея,Тарелка десертная Камея,dessert_plate,1673,2390,белый,"20,8 см",костяной фарфор,https://kultura-doma.ru/product/tarelka-desertnaya-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a73285a37b_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a3a73285a37b_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69a5772a9dbd2_big.jpg,milk|white,classic|neutral|relief
green-salon,Зелёный салон,neutral_plate,default,3,False,1534,УТ-00011417,Овация,Тарелка обеденная Овация,dinner_plate,1794,2990,белый,"26,5 см",фарфор,https://kultura-doma.ru/product/tarelka-obedennaya-ovaciya,https://kultura-doma.ru/public/src/images/gallery/catalog/69cfd1dbd8788_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/69cfd1dbd8788_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69cfd06a0b47c_big.jpg,milk|white,textured|soft|modern
green-salon,Зелёный салон,neutral_plate,default,4,False,1564,УТ-00011434,Камея,Тарелка обеденная Камея,dinner_plate,2793,3990,белый,"26,6 см",костяной фарфор,https://kultura-doma.ru/product/tarelka-obedennaya-kameya,https://kultura-doma.ru/public/src/images/gallery/catalog/6a06d76222d16_big.jpg,https://kultura-doma.ru/public/src/images/gallery/catalog/6a06d76222d16_big.jpg|https://kultura-doma.ru/public/src/images/gallery/catalog/69a576c56bb35_big.jpg,milk|white,classic|neutral|relief
